,ITEM_ID,ALTURA,COMPOSICAO,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
163371,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,409.10221898,30.9037037037,0.0
163389,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,328.311869807,165.79,0.0
163415,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,276.534673714,32.9,1.0
163419,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,549.3058086259999,31.293333333299998,0.0
163422,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,200.899836336,32.9,0.0
163441,259783218,21.0,INOX,22.0,MERIDIONAL,22.0,NAO,0.0,261.4905281,105.94999999999999,0.0
163453,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,596.60278735,179.0,0.0
163457,10697140,23.5,INOX,23.0,TRAMONTINA,25.0,NAO,0.0,572.270132769,178.243,0.0
163459,223399954,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,183.44906826599998,178.6215,0.0
163468,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,952.717602283,179.0,0.0
163509,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,958.038605624,39.99,0.0
163518,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,883.787602797,44.99,0.0
163521,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,235.08841509599998,43.5261971831,0.0
163524,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,686.41612157,31.62953125,0.0
163525,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,942.4475780160001,88.9,1.0
163532,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,551.400241712,39.135714285700004,0.0
163534,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,334.29450416599997,34.99,1.0
163539,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,856.452019068,88.9,0.0
163542,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,565.167063083,43.5261971831,0.0
163545,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,841.4283309919999,34.64,0.0
163550,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,938.955694213,26.99,0.0
163555,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,331.468222696,31.890797545999998,0.0
163569,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,777.2971108610001,32.9,0.0
163574,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,246.74219496400002,29.3568333333,0.0
163587,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,195.570893345,49.9,0.0
163597,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,769.368796361,30.9037037037,0.0
163603,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,488.792565981,32.7461538462,0.0
163604,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,50.404745641800005,33.6613333333,0.0
163632,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,870.606681777,26.99,0.0
163638,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,254.816351435,34.5666666667,0.0
163642,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,691.34696611,75.9,0.0
163646,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,582.532344203,30.9037037037,0.0
163662,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,880.8832129880001,27.5876851852,0.0
163680,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,766.07901248,37.0,0.0
163684,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,458.177922108,52.45,0.0
163699,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,165.340533115,67.9,0.0
163703,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,852.9731634560001,51.44500000000001,0.0
163724,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,215.75368462900002,34.99,0.0
163749,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,198.29502665400003,69.4106382979,0.0
163774,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,662.110362527,49.9,0.0
163784,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,808.8958545339999,39.99,1.0
163789,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,282.938058053,110.0,1.0
163794,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,271.79462257,255.86,1.0
163797,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,668.3648564380001,26.99,0.0
163820,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,910.5873814380001,44.99,0.0
163822,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,976.0225229360001,28.3489473684,0.0
163837,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,402.578162541,68.9,0.0
163839,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,487.818960586,26.99,0.0
163845,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,350.075368896,34.5666666667,0.0
163847,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,27.4983909395,42.886855670100005,0.0
163866,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,459.682824928,26.99,0.0
163877,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,386.059517095,69.9,0.0
163884,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,302.610012657,299.99,0.0
163885,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,705.0775077210001,30.9037037037,0.0
163890,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,149.704997255,75.9,0.0
163897,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,336.60211368299997,53.9,0.0
163900,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,576.0185070709999,81.95,0.0
163917,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,32.8225436698,110.0,0.0
163920,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,789.480988,27.8140425532,0.0
163951,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,148.923556522,79.99,1.0
163958,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,735.0355860589999,43.5261971831,0.0
163964,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,802.271385245,71.44,0.0
163975,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,865.1372986160001,32.9,0.0
163977,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,699.857742363,44.99,0.0
163996,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,877.183788738,32.9,0.0
164000,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,103.20424746,69.9,0.0
164011,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,548.5413073359999,44.99,0.0
164014,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,152.29626709299998,54.251515151499994,0.0
164025,10697140,33.75,INOX,21.4,TRAMONTINA,42.150000000000006,NAO,0.0,326.218978366,178.9,1.0
164027,248586318,46.5,INOX,23.5,EURO,65.0,NAO,0.0,742.2393961460001,87.978,0.0
164034,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,488.631714661,39.99,1.0
164041,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,120.98531850299999,31.890797545999998,0.0
164059,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,286.676064903,30.9037037037,0.0
164062,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,903.8708172460001,26.9434482759,0.0
164080,10697140,19.5,INOX,19.25,TRAMONTINA,19.75,NAO,0.0,874.994482159,178.9,0.0
164081,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,316.502720469,34.99,0.0
164086,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,10.511677211799999,199.0,1.0
164115,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,887.8633901339999,57.4,0.0
164131,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,371.43317977199996,49.9,0.0
164140,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,868.270751799,27.1982258065,0.0
164142,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,691.0141034569999,27.1982258065,0.0
164151,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,352.568695951,34.1570833333,0.0
164173,248586232,46.5,INOX,23.5,EURO,64.0,NAO,0.0,475.141951726,87.5,0.0
164198,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,887.6343439660001,26.99,1.0
164245,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,151.456254277,34.99,0.0
164255,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,413.658438134,44.99,0.0
164264,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,304.340340442,26.99,0.0
164275,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,456.951941086,27.3934375,0.0
164276,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,79.7847050808,30.9037037037,0.0
164296,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,515.290493105,56.9,0.0
164298,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,159.959002637,169.0,0.0
164299,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,736.164305257,71.9,0.0
164305,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,100.02043437799999,69.9,0.0
164319,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,418.032847406,37.0,0.0
164323,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,870.561066539,26.99,0.0
164324,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,634.890529321,69.9,0.0
164327,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,771.8225436619999,59.85,0.0
164349,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,793.606190719,26.99,1.0
164379,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,986.015541256,68.9,0.0
164387,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,285.567257261,49.9,0.0
164410,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,408.144375246,27.3934375,0.0
164423,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,832.872783852,53.53625,0.0
164425,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,652.764706987,26.99,0.0
164431,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,183.866647493,179.0,0.0
164452,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,366.87710468,26.99,0.0
164482,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,546.057890706,101.735714286,0.0
164485,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,519.1076002330001,39.19,0.0
164495,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,427.04386139300004,68.9,0.0
164510,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,64.5985444254,65.9,0.0
164544,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,171.173858559,37.2135714286,0.0
164549,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,367.43248255599997,30.9037037037,0.0
164551,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,716.907249393,61.14,0.0
164558,225254280,16.0,ALUMINIO,17.0,ZANELLA,17.0,NAO,0.0,533.605241016,47.019999999999996,0.0
164598,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,851.171091655,32.9,0.0
164600,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,777.8968817960001,31.890797545999998,0.0
164606,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,610.838506762,96.8081818182,0.0
164609,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,398.17986138,88.8153846154,0.0
164619,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,374.533026056,169.0,0.0
164645,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,721.357899071,27.537696969699997,0.0
164673,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,741.923302656,34.5666666667,0.0
164698,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,360.524196772,99.99,1.0
164705,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,974.3479193439999,26.9354545455,0.0
164707,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,956.393115869,26.9471428571,0.0
164718,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,787.122517161,26.99,0.0
164723,243496762,53.0,INOX,22.0,BRINOX,40.5,NAO,0.0,17.0344236617,145.1525,0.0
164734,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,691.631752236,26.99,1.0
164746,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,892.053459647,71.44,1.0
164770,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,697.1401694110001,49.9,0.0
164781,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,221.43565956,83.72,0.0
164787,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,326.025432667,80.6271428571,0.0
164801,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,309.00282206099996,194.0,0.0
164838,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,946.7791776360001,27.3588571429,0.0
164845,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,234.746673549,27.287674185500002,0.0
164847,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,987.421260446,27.2164912281,0.0
164848,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,2.71066297476,26.99,1.0
164851,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,484.35552841099997,26.99,0.0
164853,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,277.407813064,34.99,0.0
164866,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,70.460097717,31.9,0.0
164892,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,520.46352277,26.99,0.0
164895,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,260.797496141,30.9037037037,0.0
164903,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,902.82100523,26.99,1.0
164912,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,210.124857537,71.44,0.0
164914,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,5.56790267454,26.99,0.0
164935,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,801.895217627,31.99375,0.0
164972,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,705.964456418,34.99,1.0
164975,10697140,41.0,INOX,30.0,TRAMONTINA,19.5,NAO,0.0,315.262428987,178.59290322599998,0.0
164989,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,505.772988014,31.9,0.0
164991,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,360.66662959,31.890797545999998,0.0
165045,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,961.2966707810001,27.3934375,0.0
165046,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,421.42012067699994,71.44,0.0
165049,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,971.743211118,26.99,0.0
165060,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,652.844247584,35.5148484848,0.0
165077,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,151.6044656,26.99,0.0
165114,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,439.57027021,31.293333333299998,0.0
165129,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,495.591782706,79.9,0.0
165133,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,964.7493352560001,89.99,1.0
165142,10697140,31.25,INOX,21.0,TRAMONTINA,41.25,NAO,0.0,11.1646810749,178.9,0.0
165144,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,833.114800179,27.5876851852,0.0
165150,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,549.3058086259999,89.1725,0.0
165178,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,776.448896598,31.9,1.0
165190,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,815.309436603,29.410625,0.0
165213,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,102.93759452399999,39.9,0.0
165240,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,652.986611136,30.9037037037,0.0
165241,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,257.54599224099996,54.9,0.0
165297,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,321.98207562700003,166.146666667,0.0
165308,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,180.76378226900002,179.252045455,0.0
165316,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,934.011074085,31.9,0.0
165328,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,587.8295223680001,90.118,0.0
165330,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,897.083356165,169.0,0.0
165360,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,143.935803118,68.9,0.0
165361,216713422,13.1,INOX,16.7,BRINOX,16.7,NAO,0.0,47.7481354526,127.225,0.0
165365,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,317.66694522299997,43.5261971831,0.0
165381,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,995.117195188,26.99,0.0
165396,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,169.968317531,91.9,1.0
165399,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,605.857136348,65.9,0.0
165432,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,566.1370160509999,56.9,1.0
165433,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,455.45511593,34.6011111111,0.0
165438,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,468.909966784,49.9,0.0
165448,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,483.10118785300006,49.9,0.0
165472,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,263.175487381,26.99,0.0
165473,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,888.9563171660001,32.9,1.0
165482,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,724.1449305269999,188.677313433,0.0
165514,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,283.63124377099996,32.9,0.0
165519,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,698.898857601,37.0,0.0
165528,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,833.15975133,34.99,0.0
165532,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,940.491793998,49.9,0.0
165533,225254280,16.0,ALUMINIO,17.0,ZANELLA,17.0,NAO,0.0,891.873124812,38.445,0.0
165582,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,957.308886636,26.99,0.0
165587,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,405.417019101,31.890797545999998,0.0
165601,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,874.937853793,49.9,0.0
165608,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,43.153533074399995,31.9,0.0
165617,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,977.483807104,29.410625,0.0
165631,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,519.49050286,49.9,0.0
165635,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,721.544065055,97.4925,0.0
165645,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,177.174014888,169.0,0.0
165656,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,665.532204211,26.99,1.0
165666,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,401.112533565,60.9,0.0
165674,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,768.494141315,43.5261971831,0.0
165690,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,211.249863242,26.99,1.0
165696,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,839.2919333169999,30.9037037037,0.0
165700,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,494.941935131,34.99,0.0
165712,216713422,13.1,INOX,16.7,BRINOX,16.7,NAO,0.0,308.269793139,129.85,0.0
165716,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,678.977338207,49.9,0.0
165717,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,840.4899930610001,32.9,0.0
165728,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,986.647637887,34.99,0.0
165745,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,249.781130357,91.048125,0.0
165755,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,251.473753301,28.9761538462,0.0
165758,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,582.668632353,98.1222727273,0.0
165786,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,751.4057452119999,69.9,0.0
165809,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,598.108499948,30.9037037037,0.0
165813,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,543.561137571,66.0188461538,0.0
165828,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,405.709352549,32.9,0.0
165829,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,998.433148018,26.9471428571,0.0
165832,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,254.098902416,34.99,0.0
165836,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,396.56378339099996,26.99,0.0
165844,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,345.457036054,26.99,0.0
165846,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,442.637151176,225.9,0.0
165874,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,132.56487773,75.9,0.0
165883,10697140,31.25,INOX,21.0,TRAMONTINA,41.75,NAO,0.0,679.930739646,198.533333333,0.0
165886,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,746.386816078,26.99,0.0
165902,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,725.6719823569999,39.99,0.0
165903,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,965.518428092,169.0,0.0
165922,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,507.87856491599996,34.8233333333,0.0
165945,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,959.0733409310001,43.5261971831,0.0
165961,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,174.70425654099998,38.99,0.0
165963,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,463.163269197,32.9,0.0
165986,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,199.08988192599998,49.9,0.0
165987,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,638.433109831,31.890797545999998,0.0
166004,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,610.47910956,64.4983333333,0.0
166012,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,307.650343627,49.9,0.0
166027,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,167.69273252899998,68.9,0.0
166032,10697140,27.25,INOX,19.75,TRAMONTINA,42.5,NAO,0.0,966.2600784660001,176.71,0.0
166035,255995418,8.0,ALUMINIO,16.0,DONA CHEFA,20.0,NAO,1.0,344.07484596800003,54.99,0.0
166048,10697140,33.5,INOX,28.0,TRAMONTINA,19.0,NAO,0.0,869.756766906,178.243,0.0
166091,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,90.1129049093,32.9,0.0
166098,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,454.863412584,76.9,0.0
166106,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,470.730207853,90.9,0.0
166119,10697140,31.25,INOX,21.0,TRAMONTINA,41.25,NAO,0.0,195.542531644,178.611515152,0.0
166156,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,517.7479441309999,29.7406976744,0.0
166181,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,131.869899212,35.5148484848,0.0
166182,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,436.15999235,60.9,0.0
166199,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,220.424878097,88.9,0.0
166217,10697140,44.75,INOX,31.25,TRAMONTINA,61.0,NAO,0.0,987.472516047,178.9,0.0
166219,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,388.866794106,39.99,0.0
166228,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,529.74087196,30.9037037037,0.0
166230,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,468.841915299,30.9037037037,0.0
166242,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,374.737838146,31.293333333299998,0.0
166245,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,34.5129858516,39.99,0.0
166249,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,759.0086316960001,98.881,0.0
166261,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,819.432037987,68.9,0.0
166274,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,827.6055525310001,119.9,1.0
166290,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,959.445994703,28.3489473684,0.0
166291,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,197.815391601,26.868787878800003,0.0
166296,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,427.68096172199995,165.79,0.0
166312,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,746.425890109,31.890797545999998,0.0
166313,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,157.740985943,30.1198724572,0.0
166320,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,141.24182870799999,28.3489473684,0.0
166333,10697140,16.0,INOX,18.5,TRAMONTINA,18.5,NAO,0.0,867.9594796069999,178.611515152,0.0
166336,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,74.2380158578,30.9037037037,0.0
166345,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,552.836777502,31.293333333299998,0.0
166346,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,277.049590233,43.5261971831,0.0
166354,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,276.472083921,29.7406976744,0.0
166358,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,182.28753448900002,93.0,0.0
166377,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,323.358962168,49.9,0.0
