,ITEM_ID,ALTURA,COMPOSICAO,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
48115,258444860,18.0,ALUMINIO,TURQUESA,23.5,BRINOX,34.5,NAO,1.0,543.066799866,39.92333333335,0.0
48216,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,765.034205787,39.8566666667,0.0
48218,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,684.9591506969999,41.840339506199996,0.0
48222,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,909.03546143,39.99,0.0
48301,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,713.101390295,305.9,1.0
48350,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,598.281000911,38.438,0.0
48481,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,791.906948252,174.688387097,0.0
48493,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,367.819732514,38.5725,0.0
48526,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,611.8082624780001,305.9,1.0
48672,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,207.24080531299998,258.1125,0.0
48684,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,820.762766495,149.20458333335,0.0
48753,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,338.37088351799997,40.2966666667,0.0
48803,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,48.721788701499996,305.9,0.0
48844,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,865.983967881,196.99,0.0
48873,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,564.0991243340001,39.6416666667,0.0
48944,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,952.752223078,38.8706521739,0.0
48956,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,380.263692526,39.99,0.0
48957,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,353.95443121,416.9,0.0
48981,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,548.482902635,39.8904761905,0.0
49182,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,133.142786847,305.9,0.0
49245,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,703.056743308,224.99,1.0
49266,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,596.200195249,305.9,0.0
49302,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,769.260005947,44.99,0.0
49366,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,561.1148362719999,40.2966666667,0.0
49486,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,918.253968462,44.99,0.0
49579,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,675.7069806540001,41.863,0.0
49586,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,666.588146339,38.736,0.0
49613,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,137.598210233,345.966956522,0.0
49677,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,364.04124389099997,99.99,0.0
49678,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,771.8761375260001,150.9,1.0
49685,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,238.46729748099997,107.84714285700001,0.0
49866,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,198.601026752,150.9,1.0
49882,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,563.748344591,39.99,0.0
50038,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,491.857888144,174.688387097,0.0
50126,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,391.12958664900003,99.99,0.0
50164,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,367.98564327099996,258.87,0.0
50257,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,351.815997654,42.446000000000005,1.0
50314,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,885.181199116,305.9,1.0
50325,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,194.40549005900002,99.99,1.0
50359,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,462.86156972099997,109.99,0.0
50372,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,1000.67188736,39.99,0.0
50373,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,255.97944186200002,38.8706521739,0.0
50393,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,390.188775995,40.2966666667,0.0
50471,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,561.229441681,38.8706521739,0.0
50524,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,447.11340732599996,109.99,0.0
50625,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,910.8467314210001,144.4,0.0
50841,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,569.406243299,39.99,0.0
50847,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,521.019035212,44.99,0.0
50848,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,390.764506735,236.39,1.0
51035,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,872.143958334,39.571999999999996,0.0
51101,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,463.339489309,305.9,0.0
51226,258444860,18.0,ALUMINIO,TURQUESA,23.5,BRINOX,34.5,NAO,1.0,251.05605259799998,216.7908333333333,0.0
51319,260008912,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,8.78663776839,127.68166666666664,0.0
51340,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,389.52196780099996,38.5725,0.0
51523,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,811.7872545189999,306.251818182,0.0
51641,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,920.272066164,258.9,0.0
51695,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,761.033342908,39.3746153846,0.0
52040,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,696.144855445,39.99,0.0
52085,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,966.898047633,42.49,0.0
52234,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,780.7324374269999,44.99,0.0
52320,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,517.3205824180001,175.445,0.0
52333,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,680.029968979,305.9,0.0
52354,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,407.60482250900003,39.7488461538,0.0
52355,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,626.087933542,39.99,0.0
52361,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,187.208326597,39.8904761905,0.0
52480,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,44.54573402850001,39.99,0.0
52511,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,877.936395179,40.3157894737,0.0
52545,258444860,18.0,ALUMINIO,TURQUESA,23.5,BRINOX,34.5,NAO,1.0,705.317398312,113.33,0.0
52570,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,121.636277562,305.9,0.0
52612,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,86.7681246646,87.99,0.0
52761,260006586,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,6.59576592544,75.99,0.0
52871,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,809.670263781,63.989999999999995,0.0
53000,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,103.264974563,51.99,0.0
53139,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,155.568835713,39.99,0.0
53237,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,792.384155671,42.49,0.0
53442,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,167.22381243700002,44.99,0.0
53655,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,655.337216139,39.99,1.0
53734,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,718.602124397,39.99,0.0
53832,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,214.39288267400002,305.99214285700003,0.0
53879,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,35.7000083898,150.9,0.0
54108,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,531.8481569740001,38.9996969697,0.0
54120,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,35.165921212,258.9,0.0
54214,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,317.816039424,39.99,0.0
54227,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,118.400516899,305.9,0.0
54358,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,966.428654328,44.99,1.0
54424,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,339.391521186,39.99,1.0
54484,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,927.9449792360001,40.06,0.0
54486,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,707.869428484,305.9,0.0
54539,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,989.616061322,251.65,0.0
54574,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,110.860316605,148.32,0.0
54586,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,981.442664232,44.99,0.0
54622,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,745.957745639,40.59,1.0
54736,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,562.753416444,38.438,0.0
54844,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,820.2802930089999,39.99,0.0
54853,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,31.304223561799997,305.9,0.0
54858,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,844.0102236160001,236.39,0.0
54969,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,319.96014409099996,39.615,0.0
55062,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,316.932326097,39.99,0.0
55096,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,771.608480462,39.99,0.0
55207,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,937.5575962969999,39.99,0.0
55235,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,984.970650848,39.99,0.0
55428,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,109.93600191799999,42.49,0.0
55483,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,909.543970438,44.99,0.0
55566,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,553.533018925,42.42333333335,0.0
55625,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,945.81976132,39.8566666667,0.0
55630,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,322.148588575,38.66,0.0
55823,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,704.842160534,37.9,1.0
55882,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,74.1933481448,39.7577777778,0.0
55898,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,741.095927261,43.2175,0.0
56024,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,455.744764466,305.9,0.0
56035,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,356.09088147800003,107.81,0.0
56133,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,723.774501783,139.99,1.0
56182,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,284.474200492,39.99,0.0
56292,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,8.16011861993,150.9,0.0
56304,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,77.4384109951,345.966956522,0.0
56472,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,772.7102907000001,44.99,0.0
56503,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,466.56363907300005,150.9,1.0
56792,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,245.209163582,305.9,0.0
56803,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,234.504811696,39.99,0.0
56875,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,940.116746714,40.06,0.0
56969,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,635.359702789,39.99,1.0
56974,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,250.038208446,39.571999999999996,0.0
57148,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,942.989148067,39.99,0.0
57154,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,173.180650439,44.8205,0.0
57559,260006586,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,389.054885778,42.36150000000001,0.0
57619,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,355.64291458,39.9025,0.0
57673,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,696.1377395760001,44.99,1.0
57800,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,143.96719329299998,332.445,0.0
57909,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,643.328964772,416.9,0.0
58260,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,757.1804561480001,39.99,1.0
58300,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,943.8858899019999,39.28125,0.0
58329,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,382.47553277599997,38.5725,0.0
58467,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,845.76949662,41.840339506199996,0.0
58542,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,720.598363728,305.9,0.0
58594,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,437.690993844,257.945,0.0
58618,260006586,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,441.855068562,209.99,1.0
58689,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,623.267943391,39.7075675676,0.0
58809,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,8.0451397712,139.99,0.0
58923,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,270.077610154,38.438,0.0
58961,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,826.633645311,39.6416666667,0.0
59201,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,230.696086597,44.99,0.0
59353,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,579.44002217,39.89,0.0
59530,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,108.21635343700001,150.9,0.0
59554,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,277.563263203,39.99,0.0
59596,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,31.4385897469,39.9531578947,0.0
59607,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,482.304431994,305.9,0.0
59834,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,195.412733127,39.99,0.0
59869,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,320.46022277099996,305.9,0.0
59885,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,618.491787384,44.99,0.0
59927,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,830.6690499580001,39.99,0.0
59936,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,78.6729328246,43.2175,0.0
60127,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,464.06460413400004,175.897966102,0.0
60135,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,375.595955784,44.99,0.0
60209,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,952.530937322,39.2933333333,0.0
60216,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,555.683306148,38.66,0.0
60229,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,555.596803291,39.99,0.0
60257,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,396.75582979,109.99,0.0
60343,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,276.14602205200003,150.9,0.0
60345,260006468,28.0,INOX,PRETO,37.0,FUMIL,40.0,SIM,1.0,686.60025847,107.49,0.0
60419,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,940.3619669139999,44.99,1.0
60634,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,993.16164827,109.15666666700001,0.0
60638,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,634.082819804,39.99,1.0
60869,258444860,18.0,ALUMINIO,TURQUESA,23.5,BRINOX,34.5,NAO,1.0,447.11340732599996,113.33,0.0
61096,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,423.07941906900004,75.884,0.0
61100,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,499.453877809,38.438,0.0
61236,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,391.102977646,39.9531578947,0.0
61249,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,829.270098825,39.9531578947,0.0
61410,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,299.412499863,40.2966666667,0.0
61622,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,224.126643437,43.2175,0.0
61663,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,302.018820662,41.458775,0.0
61801,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,810.405965203,39.99,0.0
61887,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,784.308869665,63.989999999999995,0.0
61891,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,447.11340732599996,87.99,0.0
61988,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,712.0532787660001,39.7488461538,0.0
62050,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,328.552058483,39.99,0.0
62095,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,630.367508692,39.9025,0.0
62260,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,187.65095433,39.99,0.0
62419,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,534.611002485,39.99,0.0
62426,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,232.79376712099997,39.99,0.0
62567,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,730.726812,39.99,0.0
62664,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,444.76649856800003,196.99,0.0
62791,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,507.49959024699996,118.49000000000001,0.0
62843,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,72.3636168903,39.99,0.0
62853,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,455.08498087099997,39.4675,0.0
63094,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,579.338910202,44.99,1.0
63211,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,635.208966717,37.9,0.0
63257,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,647.821095752,39.99,0.0
63460,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,895.7658329230001,39.6416666667,0.0
63465,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,338.111086829,38.8706521739,0.0
63489,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,559.06416381,44.99,0.0
63516,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,207.92830608900002,39.2933333333,0.0
63607,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,163.019169249,305.9,0.0
63748,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,468.385630856,305.9,0.0
63751,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,763.654481414,39.1696178344,0.0
63840,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,697.132531064,41.8827272727,0.0
63841,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,413.417853243,196.99,0.0
63854,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,606.447194427,39.6416666667,0.0
63998,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,907.491140297,39.99,0.0
64064,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,5.57030267744,150.9,0.0
64083,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,558.58239865,44.99,0.0
64109,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,700.511338085,39.99,0.0
64205,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,28.401381395399998,44.99,0.0
64311,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,19.9594615052,38.66,0.0
64396,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,780.84363031,37.9,0.0
64427,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,885.787734304,39.99,0.0
64561,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,687.10423099,39.99,0.0
64570,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,957.494544167,150.9,0.0
64596,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,654.651773078,37.9,0.0
64698,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,19.1042414593,479.59,0.0
64707,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,628.85175203,252.08939393900002,0.0
64726,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,961.132061628,39.99,0.0
64841,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,123.239646011,39.89,0.0
64916,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,420.193205299,39.99,0.0
65166,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,124.70123105,39.99,0.0
65177,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,340.40387998299997,39.8904761905,0.0
65206,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,425.24097732,38.438,0.0
65260,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,42.1824066493,139.99,0.0
65271,260006468,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,819.3162057469999,89.8487837838,0.0
65357,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,494.35076345199997,39.7075675676,0.0
65391,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,152.233812763,39.8904761905,0.0
65435,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,602.048918641,41.458775,0.0
65528,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,68.0722654903,40.3157894737,0.0
65545,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,89.197145741,305.9,1.0
65547,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,143.482997134,39.571999999999996,0.0
65695,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,656.836442101,332.445,0.0
65704,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,433.62592966,39.99,1.0
65861,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,180.344713507,44.99,0.0
